nts_name	scale	edition	edition_note	province	sheet_name	east_west	utm_zone	style	year_valid	year_print	notes	multiple_sheets	copy	condition	Column 16
001F06	50.0	1.0		NS	Chedabucto Bay	w	20.0	p		1955.0
002M14	50.0	1.0		NL	Belle Isle	e	21.0	p		1954.0
003D04	50.0	1.0		NL	St. Peter Bay	e	21.0	p		1965.0
003D04	50.0	1.0		NL	St. Peter Bay	w	21.0
003D05	50.0	1.0		NL	Fox Harbour	e	21.0	p		1965.0
003D05	50.0	1.0		NL	Fox Harbour	w	21.0
003D12	50.0	1.0		NL	Francis Harbour		21.0	p		1965.0
003D13	50.0	1.0		NL	Snug Harbour		21.0	p		1965.0
003E04	50.0	1.0		NL	Comfort Bight		21.0	p		1965.0
003E05	50.0	1.0		NL	Batteau	e	21.0	p		1959.0
003E05	50.0	1.0		NL	Batteau	w	21.0
003E12	50.0	2.0		NL	Ferret Islands		21.0	p		1978.0
003E12	50.0	1.0		NL	Ferret Islands		21.0
010O13	50.0	2.0		NS	Sable Island		21.0	p		2003.0
010O13	50.0	1.0		NS	Sable Island		21.0
011D05	50.0	5.0		NS	Sambro		20.0	p		1990.0
011D05	50.0	4.0		NS	Sambro		20.0	p		1977.0
011D05	50.0	3.0		NS	Sambro		20.0	p		1973.0
011D05	50.0	2.0		NS	Sambro	e	20.0	p		1951.0
011D05	50.0	2.0		NS	Sambro	w	20.0	p		1951.0
011D05	50.0	1.0		NS	Sambro		20.0
011D10	50.0	6.0		NS	Owls Head		20.0	p		1998.0
011D10	50.0	5.0		NS	Owls Head		20.0	p		1990.0
011D10	50.0	4.0		NS	Owls Head		20.0
011D10	50.0	3.0	Provisional ; 	NS	Owls Head		20.0	p		1972.0
011D10	50.0	2.0		NS	Owls Head	w	20.0	p		1954.0
011D10	50.0	2.0		NS	Owls Head	e	20.0	p		1954.0
011D10	63.0			NS	Owls Head		20.0	p		1939.0
011D10	50.0	1.0		NS	Owls Head		20.0
011D11	50.0	3.0		NS	Chezzetcook		20.0	p		1972.0
011D11	50.0	2.0		NS	Chezzetcook	e	20.0	p		1951.0
011D11	50.0	2.0		NS	Chezzetcook	w	20.0	p		1951.0
011D11	50.0	1.0		NS	Chezzetcook		20.0
011D11	50.0	5.0		NS	West Chezzetcook		20.0	p		1991.0
011D11	50.0	4.0		NS	West Chezzetcook		20.0	p		1979.0
011D12	50.0	7.0		NS	Halifax		20.0	p		2003.0
011D12	50.0	6.0		NS	Halifax		20.0	p		1992.0
011D12	50.0	5.0		NS	Halifax		20.0	p		1980.0
011D12	50.0	4.0		NS	Halifax		20.0	p		1973.0
011D12	50.0	4.0	experimental ;	NS	Halifax		20.0	p		1973.0
011D12	50.0	3.0		NS	Halifax	w	20.0	p		1957.0
011D12	50.0	3.0		NS	Halifax	e	20.0	p		1957.0			c.1
011D12	50.0	3.0		NS	Halifax	e	20.0	p		1957.0			c.2
011D12	50.0	2.0		NS	Halifax	w	20.0	p		1950.0
011D12	50.0	2.0		NS	Halifax	e	20.0	p		1950.0
011D12	50.0	1.0		NS	Halifax		20.0
011D13	50.0	6.0		NS	Mount Uniacke		20.0	p		1992.0
011D13	50.0	5.0		NS	Mount Uniacke		20.0	p		1982.0
011D13	50.0	4.0		NS	Uniacke		20.0	p		1969.0
011D13	50.0	3.0		NS	Uniacke	e	20.0	p		1951.0
011D13	50.0	3.0		NS	Uniacke	w	20.0	p		1951.0
011D13	50.0	2.0		NS	Uniacke	e	20.0	p		1951.0
011D13	50.0	2.0		NS	Uniacke	w	20.0	p		1951.0
011D13	50.0	1.0		NS	Uniacke		20.0
011D14	50.0	2.0		NS	Musquodoboit	e	20.0	p		1951.0
011D14	50.0	2.0		NS	Musquodoboit	w	20.0	p		1951.0
011D14	50.0	1.0		NS	Musquodoboit		20.0
011D14	50.0	6.0		NS	Musquodoboit Harbour		20.0	p		1992.0
011D14	50.0	5.0		NS	Musquodoboit Harbour		20.0	p		1991.0
011D14	50.0	4.0		NS	Musquodoboit Harbour		20.0	p		1982.0
011D14	50.0	3.0		NS	Musquodoboit Harbour		20.0	p		1969.0
011D15	50.0	6.0		NS	Tangier		20.0	p		1997.0
011D15	50.0	5.0		NS	Tangier		20.0	p		1990.0
011D15	50.0	4.0		NS	Tangier		20.0	p		1982.0
011D15	50.0	3.0	Provisional ; 	NS	Tangier		20.0	p		1969.0
011D15	50.0	2.0		NS	Tangier	e	20.0	p		1953.0
011D15	50.0	2.0		NS	Tangier	w	20.0	p		1953.0
011D15	50.0	1.0		NS	Tangier		20.0
011D16	50.0	6.0		NS	Ecum Secum		20.0	p		1998.0
011D16	50.0	5.0		NS	Ecum Secum		20.0	p		1990.0
011D16	50.0	4.0		NS	Ecum Secum		20.0	p		1982.0
011D16	50.0	3.0		NS	Ecum Secum		20.0	p		1968.0
011D16	50.0	2.0		NS	Ecum Secum	e	20.0	p		1954.0
011D16	50.0	2.0		NS	Ecum Secum	w	20.0	p		1954.0
011D16	50.0	1.0		NS	Ecum Secum		20.0
011E01	50.0	5.0		NS	Liscomb		20.0	p		1997.0
011E01	50.0	4.0		NS	Liscomb		20.0
011E01	50.0	3 MCE		NS	Liscomb		20.0	p		1975.0
011E01	50.0	2.0		NS	Liscomb	e	20.0			1954.0
011E01	50.0	2.0		NS	Liscomb	w	20.0	p
011E01	63.0	 		NS	Liscomb	e	20.0	p		1939.0	512A east ;
011E01	50.0	1.0		NS	Liscomb		20.0
011E01	63.0	 		NS	Melopseketch	w	20.0	p		1939.0	513A west ;
011E02	63.0	 		NS	Lake Mulgrave	E	20.0	p		1939.0	515A east ;
011E02	50.0	5.0		NS	Upper Musquodoboit		20.0	p		1998.0
011E02	50.0	4  MCE		NS	Upper Musquodoboit		20.0	p		1982.0
011E02	50.0	3.0		NS	Upper Musquodoboit		20.0	p		1975.0
011E02	50.0	2.0		NS	Upper Musquodoboit	e	20.0	p		1954.0
011E02	50.0	2.0		NS	Upper Musquodoboit	w	20.0	p		1954.0
011E02	63.0	 		NS	Upper Musquodoboit	w	20.0	p		1939.0	516A west ;
011E02	50.0	1.0		NS	Upper Musquodoboit		20.0
011E03	50.0	4.0		NS	Shubenacadie		20.0	p		1999.0
011E03	50.0	3 MCE		NS	Shubenacadie		20.0	p		1982.0
011E03	50.0	2.0	Provisional ; 	NS	Shubenacadie		20.0	p		1967.0
011E03	50.0	1.0		NS	Shubenacadie	e	20.0	p		1953.0
011E03	50.0	1.0		NS	Shubenacadie	w	20.0	p		1953.0
011E03	63.0	1.0		NS	Shubenacadie	 	20.0	p		1947.0	897A ;
011E04	50.0	3.0		NS	Kennetcook		20.0	p		1982.0
011E04	50.0	3.0		NS	Kennetcook		20.0	p		1982.0
011E04	50.0	2 ASE		NS	Kennetcook	e	20.0	p		1966.0
011E04	50.0	2 ASE		NS	Kennetcook	w	20.0	p		1966.0
011E04	50.0	1.0		NS	Kennetcook	e	20.0	p		1953.0
011E04	50.0	1.0		NS	Kennetcook	w	20.0	p		1953.0
011E04	63.0	 		NS	Kennetcook	 	20.0	p		1947.0	893A ;
011E05	50.0	4.0		NS	Bass River		20.0	p		2001.0
011E05	50.0	3.0	Edition 4 ;	NS	Bass River		20.0	p		1982.0	printed as edition 4, overprinted edition 3 ;
011E05	50.0	2  ASE		NS	Bass River	e	20.0	p		1966.0
011E05	50.0	2 ASE		NS	Bass River	w	20.0	p		1966.0
011E05	50.0	1.0		NS	Bass River		20.0
011E05	50.0	1.0	Provisional ; 	NS	Bass River	w	20.0	p		1943.0	732A ;
011E05	63.0	1.0		NS	Bass River	w	20.0	p		1943.0	732A ;
011E05	63.0	1.0		NS	Londonderry	e	20.0	p		1943.0	731A ;
011E05	50.0	1.0	Provisional ; 	NS	Londonderry	e	20.0	p		1943.0	731A ;
011E06	50.0	5.0		NS	Truro		20.0	p		1999.0
011E06	50.0	4.0		NS	Truro		20.0	p		1980.0
011E06	50.0	3 ASE		NS	Truro	e	20.0	p		1967.0
011E06	50.0	3 ASE		NS	Truro	w	20.0	p		1967.0
011E06	50.0	2.0		NS	Truro	e	20.0	p		1953.0
011E06	50.0	2.0		NS	Truro	w	20.0	p		1953.0
011E06	50.0	1.0		NS	Truro		20.0
011E07	50.0	5.0		NS	Hopewell		20.0	p	 	1997.0
011E07	50.0	4.0		NS	Hopewell		20.0	p		1982.0
011E07	50.0	3.0		NS	Hopewell		20.0	p		1975.0
011E07	50.0	2.0		NS	Hopewell	e	20.0	p		1954.0
011E07	50.0	2.0		NS	Hopewell	w	20.0	p		1954.0
011E07	63.0	 		NS	Hopewell	e	20.0	p		1939.0	509A ;
011E07	50.0	1.0		NS	Hopewell		20.0
011E07	63.0	 		NS	West River	e	20.0	p		1939.0	510A ;
011E08	50.0	5.0		NS	Lochaber		20.0	p		1997.0
011E08	50.0	4.0		NS	Lochaber		20.0	p		1982.0
011E08	50.0	3.0		NS	Lochaber		20.0	p		1975.0
011E08	50.0	2.0		NS	Lochaber	e	20.0	p		1954.0
011E08	50.0	2.0		NS	Lochaber	w	20.0	p		1954.0
011E08	63.0	 		NS	Lochaber	e	20.0	p		1939.0	517A ;
011E08	50.0	1.0		NS	Lochaber		20.0
011E08	63.0	 		NS	Moose River	w	20.0	p		1939.0	518A ;
011E09	50.0	4.0		NS	Merigomish		20.0	p		1999.0
011E09	50.0	3.0		NS	Merigomish		20.0	p		1982.0			c.1-2
011E09	50.0	2.0		NS	Merigomish		20.0	p		1975.0
011E09	50.0	1.0		NS	Merigomish	e	20.0	p		1953.0
011E09	50.0	1.0		NS	Merigomish	w	20.0	p		1953.0
011E10	50.0	4.0		NS	New Glasgow		20.0	p		2000.0
011E10	50.0	3.0		NS	New Glasgow		20.0	p		1980.0
011E10	50.0	2 ASE		NS	New Glasgow	e	20.0	p		1967.0
011E10	50.0	2 ASE		NS	New Glasgow	w	20.0	p		1967.0
011E10	50.0	1.0		NS	New Glasgow	e	20.0	p		1956.0
011E10	50.0	1.0		NS	New Glasgow	w	20.0	p		1956.0
011E10	63.0	 		NS	New Glasgow	 	20.0	p		1927.0	Modified British Grid System overprint ;
011E11	50.0	4.0		NS	Tatamagouche		20.0	p		1997.0
011E11	50.0	3.0		NS	Tatamagouche		20.0	p		1983.0
011E11	50.0	2 ASE		NS	Tatamagouche	e	20.0	p		1966.0
011E11	50.0	2 ASE		NS	Tatamagouche	w	20.0	p		1966.0
011E11	50.0	1.0		NS	Tatamagouche	e	20.0	p		1955.0
011E11	50.0	1.0		NS	Tatamagouche	w	20.0	p		1955.0
011E11	63.0	 		NS	Tatamagouche	w	20.0	p		1945.0	839A ;
011E11	63.0	 		NS	Tatamagouche	 	20.0	p		1946.0	854A ;
011E12	50.0	4.0		NS	Oxford		20.0	p		1999.0
011E12	50.0	3 MCE		NS	Oxford		20.0	p		1982.0
011E12	50.0	2 ACE	Provisional ; 	NS	Oxford		20.0	p		1967.0
011E12	50.0			NS	Oxford	w	20.0	p		1944.0	808A ;
011E12	63.0			NS	Oxford	w	20.0	p		1944.0	808A ;
011E12	50.0			NS	Wentworth	e	20.0	p		1944.0	813A ;
011E12	63.0			NS	Wentworth	w	20.0	p		1944.0	813A ;
011E13	50.0	4.0		NS	Pugwash		20.0	p		1997.0
011E13	50.0	3 mce		NS	Pugwash		20.0	p		1982.0
011E13	50.0	2 ase		NS	Pugwash	e	20.0	p		1966.0
011E13	50.0	2 ase		NS	Pugwash	w	20.0	p		1966.0
011E13	50.0	 	Provisional ; 	NS	Pugwash	e	20.0	p		1944.0	812A ;
011E13	63.0	 		NS	Shinimikas	w	20.0	p		1963.0
011E14	50.0	4.0		NS	Malagash		20.0	p		1997.0
011E14	50.0	3 mce		NS	Malagash		20.0	p		1982.0
011E14	50.0	2 ace		NS	Malagash	e	20.0	p		1966.0
011E14	50.0	2 ace		NS	Malagash	w	20.0	p		1966.0
011E14	50.0	1.0		NS	Malagash	e	20.0	p		1957.0
011E14	50.0	1.0	Provisional ; 	NS	Malagash	w	20.0	p		1955.0	 		c.1-2
011E14	63.0	 		NS	Malagash	w	20.0	p		1945.0	817A ;		c.1-2
011E15	50.0	 2 ase		NS	Pictou Island	e	20.0	p		1968.0		11E15E and 11E16W
011E15	50.0	4.0		NS	Pictou Island		20.0	p		2001.0
011E15	50.0	3 mce		NS	Pictou Island		20.0	p		1980.0
011E15	50.0	 2 ase		NS	Pictou Island	w	20.0	p		1968.0
011E15	50.0	1.0		NS	Pictou Island	e	20.0	p		1953.0
011E15	50.0	1.0		NS	Pictou Island	w	20.0	p		1953.0
011E16	50.0	2.0		NS	Guernsey Cove	w	20.0	p		1952.0
011E16	50.0	4.0		NS	Malignant Cove		20.0	p		1998.0
011E16	50.0	3 mce		NS	Malignant Cove		20.0	p		1981.0
011E16	50.0	2 mce		NS	Malignant Cove		20.0	p		1974.0
011E16	50.0	1.0		NS	Malignant Cove	e	20.0	p		1952.0
011F03	50.0	4.0		NS	Larrys River		20.0	p		1997.0
011F03	50.0	3.0		NS	Larrys River		20.0
011F03	50.0	1.0		NS	Larrys River	e	20.0	p		1954.0
011F03	50.0	1.0		NS	Larrys River	w	20.0	p		1954.0
011F03	50.0	2 mce		NS	Larry's River		20.0			1975.0
011F04	50.0	3 mce		NS	Country Harbour		20.0	p		1983.0		11f4 and 11c13
011F04	50.0	3 mce		NS	Country Harbour		20.0	p		1975.0		11f4 and 11c13
011F04	50.0	4.0		NS	Country Harbour		20.0	p		1998.0
011F04	50.0	1.0		NS	Country Harbour	e	20.0	p		1953.0
011F04	50.0	1.0		NS	Country Harbour	w	20.0	p		1953.0
011F04	63.0	 	not NTS ;	NS	Country Harbour	 	20.0	p	1945.0	1945.0	 			tear, significant piece separated from sheet, small tears ;
011F05	50.0	4.0		NS	Guysborough		20.0	p	 	1997.0
011F05	50.0	3 mce		NS	Guysborough		20.0	p		1983.0
011F05	50.0	2 mce		NS	Guysborough		20.0	p		1975.0
011F05	50.0	1.0		NS	Guysborough	e	20.0	p		1952.0
011F05	50.0	1.0		NS	Guysborough	w	20.0	p		1952.0
011F06	50.0	4.0		NS	Chedabucto Bay		20.0	p		1997.0
011F06	50.0	3 mce		NS	Chedabucto Bay		20.0	p		1983.0
011F06	50.0	2 mce		NS	Chedabucto Bay		20.0	p		1975.0
011F06	50.0	1.0		NS	Chedabucto Bay	e	20.0	p		1955.0
011F07	50.0	1.0		NS	Cape Canso	w	20.0	p		1954.0		include part 11f2
011F07	50.0	3 mce		NS	Cape Canso		20.0	p		1982.0		11f7 and 11f2
011F07	50.0	2 mce		NS	Cape Canso		20.0	p		1975.0		11f7 and 11f2
011F07	50.0	4.0		NS	Cape Canso		20.0	p		1998.0
011F09	50.0	4.0		NS	Framboise		20.0	p		1997.0
011F09	50.0	3 mce		NS	Framboise		20.0	p		1980.0
011F09	50.0	 2 mce	Provisional ; 	NS	Framboise		20.0	p		1972.0
011F09	50.0	1.0		NS	Framboise	e	20.0	p		1952.0
011F09	50.0	1.0		NS	Framboise	w	20.0	p		1952.0
011F10	50.0	2 mce		NS	St Peters		20.0	p	provisional	1972.0
011F10	50.0	1.0		NS	St. Peters	e	20.0	p		1954.0
011F10	50.0	1.0		NS	St. Peters	w	20.0	p		1954.0
011F10	50.0	4.0		NS	St. Peter's		20.0	p		1997.0
011F10	50.0	3 mce		NS	St. Peter's		20.0	p		1980.0
011F11	50.0	6.0		NS	Port Hawkesbury		20.0	p		1998.0
011F11	50.0	5 mce		NS	Port Hawkesbury		20.0	p		1981.0
011F11	50.0	4 mce		NS	Port Hawkesbury		20.0	p		1975.0
011F11	50.0	3 ASE		NS	Port Hawkesbury	e	20.0	p		1967.0
011F11	50.0	3 ASE		NS	Port Hawkesbury	w	20.0	p		1967.0
011F11	50.0	2.0		NS	Port Hawkesbury	e	20.0	p		1953.0
011F11	50.0	2.0		NS	Port Hawkesbury	w	20.0	p		1953.0
011F11	50.0	1.0		NS	Port Hawkesbury		20.0
011F12	50.0	4.0		NS	Antigonish		20.0	p		2000.0
011F12	50.0	3 mce		NS	Antigonish		20.0	p		1982.0
011F12	50.0	2 mce		NS	Antigonish		20.0	p		1975.0
011F12	50.0	1.0		NS	Antigonish	e	20.0	p		1952.0
011F12	50.0	1.0		NS	Antigonish	w	20.0	p		1952.0
011F13	50.0	4.0		NS	Cape George		20.0	p		1998.0
011F13	50.0	3 mce		NS	Cape George		20.0	p		1981.0
011F13	50.0	2 mce	Provisional ; 	NS	Cape George		20.0	p		1972.0
011F13	50.0	1.0		NS	Cape George	e	20.0	p		1953.0
011F13	50.0	1.0		NS	Cape George	w	20.0	p		1953.0
011F14	50.0	4.0		NS	Whycocomagh		20.0	p		1997.0
011F14	50.0	3 mce		NS	Whycocomagh		20.0	p		1981.0
011F14	50.0	2 mce	Provisional ; 	NS	Whycocomagh		20.0	p		1972.0
011F14	50.0	1.0		NS	Whycocomagh	e	20.0	p		1952.0
011F14	50.0	1.0		NS	Whycocomagh	w	20.0	p		1952.0
011F15	50.0	4.0		NS	Grand Narrows		20.0	p		1998.0
011F15	50.0	3 mce		NS	Grand Narrows		20.0	p		1981.0
011F15	50.0	2 mce	Provisional ; 	NS	Grand Narrows		20.0	p	 	1971.0
011F15	50.0	1.0		NS	Grand Narrows	e	20.0	p		1953.0
011F15	50.0	1.0		NS	Grand Narrows	w	20.0	p		1953.0
011F16	50.0	4 mce		NS	Mira		20.0	p		1975.0
011F16	50.0	3.0		NS	Mira	e	20.0	p		1956.0
011F16	50.0	3.0		NS	Mira	w	20.0	p		1956.0
011F16	50.0	6.0		NS	Mira River		20.0	p		1997.0
011F16	50.0	5 mce		NS	Mira River		20.0	p		1981.0
011F16	50.0	2.0		NS	Mira River		20.0
011F16	50.0	1.0		NS	Mira River		20.0
011G13	50.0	6.0		NS	Louisbourg		21.0	p		2000.0
011G13	50.0	5 mce		NS	Louisbourg		21.0	p		1991.0
011G13	50.0	4 mce		NS	Louisbourg		21.0	p		1975.0
011G13	50.0	3.0		NS	Louisbourg	w	21.0	p		1957.0
011G13	50.0	2.0		NS	Louisbourg		21.0
011G13	50.0	1.0		NS	Louisbourg		21.0
011I16	50.0	2.0		NS	Ile de St Pierre	e	21.0	p		1993.0
011I16	50.0	1.0		NS	Ile de St Pierre	e	21.0	p		1956.0
011I16	50.0	1.0		NS	Ile de St Pierre	w	21.0
011J04	50.0	6.0		NS	Glace Bay		21.0	p		2001.0
011J04	50.0	5 mce		NS	Glace Bay		21.0	p		1992.0
011J04	50.0	4 mce		NS	Glace Bay		21.0	p		1977.0
011J04	50.0	3.0		NS	Glace Bay		21.0			1975.0
011J04	50.0	2.0		NS	Glace Bay	e	21.0	p		1954.0
011J04	50.0	2.0		NS	Glace Bay	w	21.0	p		1954.0
011J04	50.0	1.0		NS	Glace Bay		21.0
011K01	50.0	6.0		NS	Sydney		20.0	p		2001.0
011K01	50.0	5 mce		NS	Sydney		20.0	p		1992.0
011K01	50.0	4 mce		NS	Sydney		20.0	p		1980.0
011K01	50.0	3 mce		NS	Sydney		20.0	p		1975.0
011K01	50.0	2.0		NS	Sydney	e	20.0	p		1955.0
011K01	50.0	2.0		NS	Sydney	w	20.0	p		1955.0
011K01	63.0	1.0		NS	Sydney		20.0
011K02	50.0	4.0		NS	Baddeck		20.0	p		1998.0
011K02	50.0	3 mce		NS	Baddeck		20.0	p		1981.0
011K02	50.0	2 mce	Provisional ; 	NS	Baddeck		20.0	p		1971.0
011K02	50.0	1.0		NS	Baddeck	e	20.0	p		1953.0
011K02	50.0	1.0		NS	Baddeck	w	20.0	p		1953.0
011K03	50.0	4.0		NS	Lake Ainslie		20.0	p		1997.0
011K03	50.0	3.0		NS	Lake Ainslie		20.0
011K03	50.0	2 mce	Provisional ; 	NS	Lake Ainslie		20.0	p		1970.0
011K03	50.0	1.0		NS	Lake Ainslie	e	20.0	p		1952.0
011K03	50.0	1.0		NS	Lake Ainslie	w	20.0	p		1952.0
011K04	50.0	4.0		NS	Port Hood		20.0	p		1998.0
011K04	50.0	3.0		NS	Port Hood		20.0
011K04	50.0	2 mce	Provisional ; 	NS	Port Hood		20.0	p		1971.0
011K04	50.0	1.0		NS	Port Hood	e	20.0	p		1952.0
011K06	50.0	4.0		NS	Margaree		20.0	p		1997.0
011K06	50.0	3 mce		NS	Margaree		20.0	p		1981.0
011K06	50.0	2 mce	Provisional ; 	NS	Margaree		20.0	p		1970.0			c.1-2
011K06	50.0	1.0		NS	Margaree	e	20.0	p		1955.0
011K06	50.0	1.0		NS	Margaree	w	20.0	p		1955.0
011K07	50.0	2 mce	Provisional ; 	NS	St Anns		20.0	p		1971.0
011K07	50.0	1.0		NS	St. Ann's	e	20.0	p		1953.0
011K07	50.0	1.0		NS	St. Ann's	w	20.0	p		1953.0
011K07	50.0	4.0		NS	St. Anns Harbour		20.0	p		1997.0
011K07	50.0	3 mce		NS	St. Anns Harbour		20.0	p		1981.0
011K08	50.0	6.0		NS	Bras d'Or		20.0	p		1998.0
011K08	50.0	5 mce		NS	Bras d'Or		20.0	p		1990.0
011K08	50.0	4 mce		NS	Bras d'Or		20.0	p		1979.0
011K08	50.0	3 mce		NS	Bras d'Or		20.0	p		1971.0
011K08	50.0	2.0		NS	Bras d'Or	e	20.0	p		1954.0
011K08	50.0	2.0		NS	Bras d'Or	w	20.0	p		1954.0
011K08	63.0	1.0		NS	Bras d'Or		20.0
011K09	50.0	4.0		NS	Ingonish		20.0	p		1998.0
011K09	50.0	3.0		NS	Ingonish		20.0
011K09	50.0	2 MCE  	Provisional ; 	NS	Ingonish		20.0	p		1971.0
011K09	50.0	1.0		NS	Ingonish	w	20.0	p		1954.0
011K10	50.0	4.0		NS	Chéticamp River		20.0	p		2001.0
011K10	50.0	3 mce		NS	Chéticamp River		20.0	p		1981.0
011K10	50.0	2 mce	Provisional ; 	NS	Chéticamp River		20.0	p		1972.0
011K10	50.0	1.0		NS	Chéticamp River	e	20.0	p		1955.0
011K10	50.0	1.0		NS	Chéticamp River	w	20.0	p		1955.0
011K11	50.0	4.0		NS	Chéticamp		20.0	p		1997.0
011K11	50.0	3 mce		NS	Chéticamp		20.0	p		1981.0
011K11	50.0	2 mce	Provisional ; 	NS	Chéticamp		20.0	p		1971.0
011K11	50.0	1.0		NS	Chéticamp	e	20.0	p		1954.0
011K15	50.0	4.0		NS	Pleasant Bay		20.0	p		2001.0
011K15	50.0	3 mce		NS	Pleasant Bay		20.0	p		1981.0
011K15	50.0	2 mce	Provisional ; 	NS	Pleasant Bay		20.0	p		1971.0
011K15	50.0	1.0		NS	Pleasant Bay	e	20.0	p		1956.0
011K15	50.0	1.0		NS	Pleasant Bay	w	20.0	p		1956.0
011K16	50.0	4.0		NS	Dingwall		20.0	p		1998.0
011K16	50.0	3.0		NS	Dingwall		20.0
011K16	50.0	2 mce	Provisional ; 	NS	Dingwall		20.0	p		1970.0
011K16	50.0	1.0		NS	Dingwall	w	20.0	p		1955.0
011L01	50.0	4.0		 PE	Boughton Island		20.0	p		1989.0
011L01	50.0	3 mce		 PE	Boughton Island		20.0	p		1977.0
011L01	50.0	2 ase		 PE	Boughton Island	w	20.0	p		1966.0
011L01	50.0	1.0		 PE	Boughton Island	w	20.0	p		1952.0
011L02	50.0	4.0		 PE	Montague		20.0	p		1991.0
011L02	50.0	3 mce		 PE	Montague		20.0	p		1978.0
011L02	50.0	2 ase		 PE	Montague	e	20.0	p		1967.0
011L02	50.0	2 ase		 PE	Montague	w	20.0	p		1967.0
011L02	50.0	1.0		 PE	Montague	e	20.0	p		1952.0
011L02	50.0	1.0		 PE	Montague	w	20.0	p		1952.0
011L03	50.0	5.0		 PE	Charlottetown		20.0	p		2000.0
011L03	50.0	4 mce		 PE	Charlottetown		20.0	p		1991.0
011L03	50.0	3 mce		 PE	Charlottetown		20.0	p		1978.0
011L03	50.0	2 ase		 PE	Charlottetown	e	20.0	p		1967.0
011L03	50.0	2 ase		 PE	Charlottetown	w	20.0	p		1967.0
011L03	50.0	1.0		 PE	Charlottetown	e	20.0	p		1952.0
011L03	50.0	1.0		 PE	Charlottetown	w	20.0	p		1952.0
011L04	50.0	4.0		NS	Cape Tormentine		20.0	p		1989.0
011L04	50.0	3 mce		NS	Cape Tormentine		20.0	p		1978.0
011L04	50.0	2 mce		NS	Cape Tormentine		20.0	p		1972.0
011L04	50.0	2.0		NS	Cape Tormentine	e	20.0	p		1966.0
011L04	50.0	1.0		NS	Cape Tormentine	e	20.0	p		1952.0
011L04	50.0	1.0		NS	Cape Tormentine	w	20.0	p		1952.0
011L05	50.0	5.0		NS	Summerside		20.0	p		2000.0
011L05	50.0	4 mce		NS	Summerside		20.0	p		1978.0
011L05	50.0	3.0		NS	Summerside	e	20.0	p		1967.0
011L05	50.0	3.0		NS	Summerside	w	20.0	p		1967.0
011L05	50.0	2.0		NS	Summerside	e	20.0	p		1952.0
011L05	50.0	2.0		NS	Summerside	w	20.0	p		1952.0
011L05	50.0	1.0		NS	Summerside		20.0
011L06	50.0	5 mce		NS	North Rustico		20.0	p		1991.0		11L6 and 11L11
011L06	50.0	6.0		NS	North Rustico		20.0	p		2001.0
011L06	50.0	4  MCE		NS	North Rustico		20.0	p		1978.0
011L06	50.0	3 ase		NS	Rustico	e	20.0	p		1967.0
011L06	50.0	3 ase		NS	Rustico	w	20.0	p		1967.0			c.1-2
011L06	50.0	2.0		NS	Rustico	e	20.0	p		1951.0
011L06	50.0	2.0		NS	Rustico	w	20.0	p		1951.0
011L06	63.0	1.0		NS	Rustico		20.0
011L07	50.0	4.0		NS	Mount Stewart		20.0	p		1990.0
011L07	50.0	3 mce		NS	Mount Stewart		20.0	p		1976.0
011L07	50.0	2 ase		NS	Mount Stewart	e	20.0	p		1967.0
011L07	50.0	2 ase		NS	Mount Stewart	w	20.0	p		1967.0
011L07	50.0	1.0		NS	Mount Stewart	e	20.0			1951.0
011L07	50.0	1.0		NS	Mount Stewart	w	20.0			1951.0
011L08	50.0	3.0		NS	Souris		20.0	p		1978.0		11L8 and 11K5
011L08	50.0	2 ase		NS	Souris	w	20.0	p		1967.0
011L08	50.0	4.0		NS	Souris		20.0	p		1991.0
011L08	50.0	1.0	Overprint ;	NS	Souris	e	20.0	p		1951.0	1000 utm meter overprint ;
011L08	50.0	1.0		NS	Souris	e	20.0	p		1951.0
011L08	50.0	1.0		NS	Souris	w	20.0	p		1951.0
011L12	50.0	3.0		NS	Malpeque		20.0	p		1978.0
011L12	50.0	2 ase		NS	Malpeque	e	20.0	p		1967.0
011L12	50.0	2 ase		NS	Malpeque	w	20.0	p		1967.0
011L12	50.0	1.0		NS	Malpeque	e	20.0	p		1952.0
011L12	50.0	1.0		NS	Malpeque	w	20.0	p		1952.0
011N01	50.0	4.0		NS	Cape North		20.0	p		1998.0
011N01	50.0	3.0		NS	Cape North		20.0
011N01	50.0	2 mce	Provisional ; 	NS	Cape North		20.0	p		1970.0
011N01	50.0	1.0		NS	Cape North	e	20.0	p		1954.0
011N01	50.0	1.0		NS	Cape North	w	20.0	p		1954.0
011N02	50.0	3 mce		NS	Cape St Lawrence		20.0	p		1980.0
011N02	50.0	4.0		NS	Cape St. Lawrence		20.0	p		1997.0
011N02	50.0	2 mce	Provisional ; 	NS	Cape St. Lawrence		20.0	p		1970.0
011N02	50.0	1.0		NS	Cape St. Lawrence	e	20.0	p		1954.0
011N04	50.0	2.0		NS	Havre Aubert		20.0	p		1975.0
011N04	50.0	1.0		NS	Havre Aubert	w	20.0	p		1955.0
011N05	50.0	1.0		QC	Grindstone Island	e	20.0	p		1956.0
011N05	50.0	1.0		QC	Grindstone Island	w	20.0	p		1956.0
011N05	50.0	2.0		QC	Île Du Cap Aux Meules		20.0	p		1974.0
011N11	50.0	1.0		QC	East Island	w	20.0	p		1955.0
011N12	50.0	2.0		QC	Grosse Île		20.0	p		1975.0
